,text,embeddings,distances
102,"July 8 – Former Prime Minister of Japan Shinzo Abe is assassinated while giving a public speech in the city of Nara, Japan.","[-0.01142637 -0.00535135 -0.01273405 ... -0.00141322 -0.00275344
 -0.01495585]",0.25259381308779494
103,"July 11 – The first operational image from the James Webb Space Telescope, showing the galaxy cluster SMACS 0723, is revealed to the public.","[ 0.00697796 -0.00096197 -0.00595939 ...  0.01194466 -0.0137231
 -0.00900214]",0.28079675334218046
104,"July 18 – Droupadi Murmu is elected as President of India, making her the first tribal woman and youngest person to be elected to the office.","[-0.03118658 -0.00688128 -0.02205849 ... -0.00878243  0.00041368
 -0.00306137]",0.2632220475300384
105,"July 19 – 2022 European heat waves: A series of severe heatwaves from July to August hit Europe, causing at least 53,000 deaths and additionally causing major wildfires, travel disruption, and record high temperatures in many countries.","[-0.00191391 -0.01515715  0.00482973 ... -0.01648019  0.00494534
 -0.01547827]",0.260798231958289
106,"July 21 – The Parliament of Sri Lanka elects Prime Minister Ranil Wickremesinghe as President of Sri Lanka, following the resignation of Gotabaya Rajapaksa amid protests over the ongoing economic crisis.","[ 0.00972647 -0.00263044 -0.0226972  ... -0.00531137  0.01208077
 -0.0021397 ]",0.2504539038152933
107,"July 21 – The European Central Bank raises its key interest rate for the first time in more than 11 years, from minus 0.5 per cent to zero, with plans for further increases later in the year.","[-0.01868573 -0.02237203  0.01744001 ...  0.00746794  0.01008648
 -0.01380456]",0.2616167751453097
108,"July 23 – The World Health Organization (WHO) declares the recent monkeypox outbreak a Public Health Emergency of International Concern, as the number of reported cases exceeds 17,000 in 75 countries.","[ 0.00285075  0.00426971  0.01450357 ... -0.00797568 -0.00077675
 -0.02401033]",0.26706547424085125
109,July 27 – A 7.0 earthquake strikes the island of Luzon in the Philippines killing 11 people and injuring over 600.,"[ 0.00209247  0.00391836  0.00789454 ...  0.00774037  0.00154165
 -0.03103858]",0.2556358914438851
110,"July 28–August 8 – The 2022 Commonwealth Games is held in Birmingham, England.","[-0.00668531 -0.00751777 -0.00690943 ... -0.00562552  0.01195543
 -0.00840146]",0.2643135493307859
111,"July 31 – Ayman al-Zawahiri, the Egyptian terrorist who became the 2nd Emir of al-Qaeda after Osama bin Laden's death in 2011, is killed in an airstrike in Kabul, Afghanistan conducted by the United States' Central Intelligence Agency.","[-0.03537509 -0.01228374 -0.0152425  ...  0.01093116 -0.00148507
 -0.00689944]",0.2636224065043573
112,"August 4 – China conducts its largest ever military exercise around Taiwan in response to a controversial visit by Nancy Pelosi, the highest-ranking U.S. official to visit Taiwan since the 1990s.","[-0.01855546 -0.02346108  0.00345475 ... -0.01269345  0.00662649
 -0.0143395 ]",0.24053508285468472
113,"August 4 – The Prime Minister of Peru, Aníbal Torres, resigns following multiple criminal investigations against the President of Peru, Pedro Castillo.","[ 0.00327734  0.00171054 -0.00605317 ...  0.01050281 -0.0172108
  0.00353288]",0.26379105262492053
114,"August 5 – August 7 – Israel launches airstrikes in the Gaza Strip, killing Islamic Jihad military leader Tayseer Jabari. Both parties agree to a ceasefire after three days of skirmish.","[-0.03569836 -0.0049203  -0.00199069 ... -0.00619618  0.02630268
 -0.01202595]",0.23368752455666886
115,August 6 – Terrance Drew is sworn in as prime minister of Saint Kitts and Nevis.,"[-0.00315704 -0.00875361 -0.03415344 ... -0.00178236  0.01021472
  0.00547264]",0.26062351149952967
116,"August 9 – 2022 Kenyan general election: William Ruto is elected as Kenya's 5th president, defeating longtime opposition leader Raila Odinga. His victory is certified by the nation's election supervisory agency on August 15 amid protests and violence by Odinga supporters.","[-0.02244236 -0.01107914 -0.00536848 ... -0.01463014  0.00816731
  0.01382955]",0.25929146253403046
117,"August 10 – Spanish club Real Madrid beat German club Eintracht Frankfurt 2–0 to win the 2022 UEFA Super Cup played at the Olympic Stadium in Helsinki, Finland.","[-0.00763646 -0.01231999  0.00306874 ... -0.01762756  0.0023675
 -0.00997179]",0.24973474185507205
118,"August 12 – Indian-born British-American novelist Salman Rushdie is stabbed multiple times as he is about to give a public lecture at the Chautauqua Institution in Chautauqua, New York, United States.","[-0.01810703  0.00177453 -0.00640068 ... -0.02826208  0.01516089
 -0.00331278]",0.25469897473678427
119,August 17 – Turkey and Israel agree to restore full diplomatic relations after a period of tensions.,"[-0.01070313 -0.01431413 -0.00367595 ...  0.01588583  0.00655956
 -0.0212244 ]",0.24919564294576257
120,"August 19 – The coalition government of Montenegrin prime minister Dritan Abazović collapses after the 81-seat Parliament of Montenegro passes a motion of no confidence in a vote of 50–1, following dispute within the coalition over an agreement the government signed with the Serbian Orthodox Church.","[-0.00747679  0.00511001 -0.02427666 ... -0.01594874 -0.00373185
 -0.00816424]",0.2353967403997269
121,"August 27 – September 11 – The 2022 Asia Cup is held in the United Arab Emirates, and is won by Sri Lanka.","[-0.00758068 -0.01419279  0.02229004 ... -0.01572959  0.01232668
  0.01046056]",0.256471933208705
122,"August 28 – 2022 Pakistan floods: Pakistan declares a ""climate catastrophe"" and appeals for international assistance, as the death toll from recent flooding in the country exceeds 1,000, the world's deadliest flood since 2017. Several nations, alongside the UN, pledge millions in funding for aid.","[-0.01190369 -0.02288282 -0.00468058 ... -0.00146308 -0.00768539
 -0.01079935]",0.2794850050488654
123,"August 4 – August 30 - The last Soviet Leader , Mikhail Gorbachev died at the age of 91.https://www.nytimes.com/2022/08/30/world/europe/mikhail-gorbachev-dead.html","[ 0.00198735 -0.01322325 -0.01830416 ...  0.00219155  0.02078674
  0.00886266]",0.23196290976736367
124,September 1 – The UN releases a report stating that the Chinese government's Xinjiang internment camps and treatment of Uyghurs may constitute crimes against humanity.,"[ 0.00795634 -0.02103253  0.01205993 ...  0.01763645  0.01901289
 -0.00540607]",0.22862565450009043
125,September 2 – Russian invasion of Ukraine: The G7 economies agree to impose a price cap on Russian petroleum exports.,"[-0.0107224  -0.01849367  0.00494476 ...  0.0077516   0.01148313
  0.0003611 ]",0.15203419525019302
126,"September 5 – A 6.8 earthquake strikes Luding County in Sichuan province, China, killing 117 and injuring 424.","[ 0.01265744  0.01632579  0.01469982 ...  0.00284379 -0.00351302
 -0.03003416]",0.2560043177618573
127,September 6 – Liz Truss is appointed Prime Minister of the United Kingdom after winning the July–September 2022 Conservative Party leadership election.,"[-0.01073672  0.00121546 -0.01715874 ...  0.01156214  0.00348928
 -0.01429478]",0.26163566595023313
128,September 8 – Queen Elizabeth II of the United Kingdom and 14 other Commonwealth realms dies at Balmoral Castle in Scotland at the age of 96. Her son Charles III succeeds her as King.,"[-0.00256447 -0.00083198 -0.02054128 ...  0.02927547  0.01037265
 -0.00373594]",0.27817877679539404
129,"September 11 – The 2022 Swedish general election is held to elect all 349 seats of the Riksdag. Prime Minister Magdalena Andersson resigns after her centre-left bloc narrowly loses to a bloc of right-wing parties, 176 seats to 173; Andersson is succeeded as prime minister by Ulf Kristersson in October.","[-0.01146698 -0.03264285 -0.00767527 ... -0.01507501 -0.00218778
 -0.0062747 ]",0.25025873721777936
130,"September 12 – September 2022 Armenia–Azerbaijan clashes: Azerbaijan attacks Armenian positions near the cities of Vardenis, Goris, Sotk and Jermuk, and occupies certain areas of its territory along the Armenia–Azerbaijan border. Over the next few days, more than 100 Armenian soldiers are killed in the clashes, while Azerbaijan acknowledges 71 fatalities among its forces.","[-0.0129223  -0.00870102 -0.0056096  ... -0.00643133  0.02013228
 -0.01549351]",0.21088545763887878
131,September 14–September 20 – 2022 Kyrgyzstan–Tajikistan clashes: Dozens are killed as sporadic clashes occur between Kyrgyz and Tajik troops along their countries' respective border.,"[-0.02250005 -0.0150783   0.01760874 ... -0.01326525  0.02608702
 -0.00630328]",0.2214494243270011
132,"September 14–September 25 – The Atlantic hurricane Fiona hits Guadeloupe, Puerto Rico, the Dominican Republic, the Lucayan Archipelago, Bermuda, and Eastern Canada.","[-0.02718692 -0.01122052 -0.00558068 ... -0.02179686 -0.00172712
 -0.00401296]",0.26714069658200335
133,"September 16 – Protests erupt in Iran following the death of Mahsa Amini in the custody of the country's ""morality police"".","[-0.02156854 -0.00535316 -0.00624968 ... -0.00358285 -0.0009014
 -0.01151838]",0.25347618539549577
134,"September 19 – The state funeral of Elizabeth II is held in Westminster Abbey, London. Her coffin is then taken by procession to Windsor Castle for burial with her husband, parents and sister in the King George VI Memorial Chapel. The funeral is speculated to be the most watched television event in world history.","[-0.00515153 -0.01079246 -0.00597578 ...  0.01343262 -0.0080042
 -0.01890613]",0.2838501420301812
135,"September 21 – Russian invasion of Ukraine: Following a major counteroffensive by Ukraine in the east of the country, Putin announces a partial mobilisation of Russia and threatens nuclear retaliation, saying ""this is not a bluff"".","[-0.02564049 -0.02205057  0.013261   ...  0.00376878  0.01995538
 -0.00911534]",0.11693731482717629
136,"September 22 – October 1 – The 2022 FIBA Women's Basketball World Cup is held in Sydney, Australia. In the final, United States wins 83–61 against China.","[-0.01506562 -0.026969    0.0002589  ... -0.00937102  0.01021943
 -0.013883  ]",0.2635911171345795
137,September 24 – The 2022 Nauruan parliamentary election was held which saw Ubenide parliament member Russ Kun be elected president by parliament.,"[-0.01107205 -0.0167444   0.00252529 ... -0.0165183  -0.0111186
 -0.01770198]",0.22854231988566376
138,"September 25 – The 2022 Italian general election is held to elect all 400 seats of the Chamber of Deputies and 200 seats of the Senate of the Republic (reduced from 630 and 215 respectively according to the outcome of the 2020 constitutional referendum). Observers commented that the results shifted the geopolitics of the European Union, following far-right gains in France, Spain, and Sweden. It was also noted that the election outcome would mark Italy's most right-wing government since 1945.","[-0.0191719  -0.01564262 -0.0033386  ...  0.00420799 -0.01173196
 -0.02610119]",0.2777194903424991
139,September 26 – NASA's DART crashes into the asteroid Dimorphos in a first test of potential planetary defense.,"[-0.00467988 -0.01153507 -0.01182777 ... -0.00105522 -0.01387667
 -0.00489941]",0.2763055375962862
140,"September 26 – The Nord Stream pipeline sabotage occurs by an unknown perpetrator off the coast of Bornholm, Denmark with explosions on two pipelines leaving them inoperable.","[-0.01716224 -0.034566    0.02489128 ...  0.00920508  0.00407586
  0.00976194]",0.2190135913056167
141,"September 27–September 30 – Hurricane Ian impacts Cuba and the United States, causing catastrophic damage to both nations, killing at least 157 people, 16 missing, and leaving millions without power, including the entire nation of Cuba.","[-0.02687436 -0.01809001  0.0071552  ... -0.01462319  0.00076896
 -0.01842887]",0.254851746489698
142,"September 27 – Russian occupation authorities in Ukraine claim that their annexation referendums show an overwhelming support for the annexation by Russia of the Donetsk People's Republic, the Luhansk People's Republic, and parts of Kherson Oblast and Zaporizhzhia Oblast. However, the voting is widely dismissed as a sham referendum.","[ 0.0032091   0.00370358  0.01168817 ...  0.02187632  0.01168817
 -0.0013009 ]",0.1494078773904296
143,"September 30 – Annexation of Southern and Eastern Ukraine: Russian President Vladimir Putin signs treaties absorbing the occupied regions of Donetsk, Luhansk, Kherson and Zaporizhzhia into the Russian Federation. This annexation is seen as a breach of international law by the global community.","[-0.00044525 -0.00153729  0.02330134 ...  0.01008834  0.00941401
  0.00508089]",0.1354345932506792
144,"September 30 – Burkina Faso's military junta is overthrown by the country's second coup of the year, led by army captain Ibrahim Traoré.","[-0.03013031 -0.01723224  0.00342034 ... -0.00180318  0.01372052
  0.00736286]",0.23560953080047453
145,"October 1 – A fatal human crush occurs during an association football match at Kanjuruhan Stadium in Malang Regency, East Java, Indonesia, killing 135 people and injuring more than 500.","[-0.00254981  0.00240576  0.01732548 ... -0.0111397   0.00499035
  0.00020459]",0.2569603886516255
146,October 5 – OPEC+ imposes a production cut of up to 2 million barrels per day.,"[-0.02460375 -0.02089192  0.01123859 ...  0.01813383 -0.00162554
 -0.01006576]",0.27281303933958345
147,"October 8 – Russian invasion of Ukraine: An explosion occurs on the Crimean Bridge connecting Crimea and Russia, killing three and causing a partial collapse of the only road bridge between the Crimean Peninsula and the Russian mainland. Two days later, retaliatory missile strikes are conducted by Russia across Ukraine, the most widespread since the start of the invasion, notably including attacks on Kyiv.","[-0.01397064 -0.0082138   0.01048778 ...  0.00295357  0.01832258
  0.00609664]",0.12105919051763525
148,"October 16–October 23 – The 20th National Congress of the Chinese Communist Party is held. Xi Jinping is elected as General Secretary by the Central Committee, beginning a third term as the paramount leader of China.","[-0.00919367 -0.01634002  0.01082253 ...  0.00055288  0.00316757
 -0.01399653]",0.2614734809117578
149,"October 20 – After 45 days in office, Liz Truss announced her resignation as leader of the Conservative Party and her intention to resign as prime minister of the United Kingdom.","[-0.01926479 -0.00394807 -0.00397999 ...  0.02184364 -0.00067503
 -0.01668594]",0.26121256064481824
150,"October 25 – Amid a government crisis, Rishi Sunak becomes Prime Minister of the United Kingdom, following the resignation of Liz Truss the previous week resulting in a 50-day tenure.","[ 0.00181983 -0.02188914 -0.02135183 ...  0.00443604  0.00297761
 -0.01077826]",0.26329435084573793
151,October 28 – Elon Musk completes his $44 billion acquisition of Twitter.,"[-0.01017707 -0.01609163  0.00477957 ...  0.01370815  0.01368293
 -0.00185224]",0.276812529644906
152,October 28 – Sam Matekane is sworn in as Prime Minister of Lesotho after securing a victory in the 7 October elections.,"[-0.0007573  -0.01179205 -0.03038427 ... -0.00756423  0.01284264
  0.00028971]",0.2603574284229042
153,"October 29 – At least 158 people are killed and another 197 injured in a crowd crush during Halloween festivities in Seoul, South Korea.","[ 0.00078768 -0.00040827  0.02292379 ... -0.00726946 -0.01260295
  0.00193596]",0.2611720979669978
154,"October 29 – A double car bombing by al-Shabaab in Mogadishu, Somalia kills at least 121 people and injures around 300.","[-0.0176332  -0.00501412  0.00924841 ... -0.01022158  0.00227182
  0.00383148]",0.2587036826351743
155,"October 29 – Russian invasion of Ukraine: In response to an alleged Ukrainian drone attack against the Black Sea Fleet, Russia withdraw from a U.N.-brokered deal on the shipment of grain, which had brought down soaring global food prices.","[-0.00990201 -0.03036184  0.01550558 ...  0.01109675  0.01733664
  0.01241485]",0.11783579751748785
156,"October 30 – 2022 Brazilian general election: Luiz Inácio Lula da Silva defeats incumbent Jair Bolsonaro in a runoff election after neither candidate secured a majority in the first round of voting. Lula da Silva is the first president elected three times, and also the oldest one, at 77.","[-0.02161233 -0.00954738 -0.01688706 ... -0.00044703 -0.00644561
  0.00777863]",0.26614627962353377
157,"October 30 – The collapse of a suspension bridge in Gujarat, India, leaves at least 135 dead.","[ 0.0085175   0.02342151  0.01527321 ... -0.0121512   0.01593388
 -0.0195611 ]",0.26226638224790333
158,"November 1 – 2022 Israeli legislative election: A bloc of right-wing and far-right political parties led by former Prime Minister Benjamin Netanyahu wins a 64-seat majority (out of 120), allowing him to be sworn in as Prime Minister of Israel for a third time in December.","[-0.01901787 -0.01866713 -0.02249928 ... -0.00049079 -0.00331741
 -0.00527083]",0.26521532869196407
159,"November 1 – 2022 Danish general election: A bloc of left-leaning political parties wins a narrow one-seat majority of 90 seats. Incumbent Prime Minister Mette Frederiksen's second government takes office, in December not using the left-leaning majority but instead consisting of Venstre and the Moderates.","[-0.02324863 -0.04141488 -0.01626362 ... -0.0006638   0.00085195
  0.00064589]",0.26384902364414997
160,"November 2–November 3 – Tigray War: The Ethiopian government and the TPLF agree to a formal cessation of hostilities, signing a peace agreement in Pretoria, South Africa.","[-0.0173599  -0.03539247  0.00440142 ... -0.00245619  0.01313635
 -0.00319839]",0.24449971735775078
161,"November 6–November 18 – The 2022 United Nations Climate Change Conference (COP27) on climate change mitigation takes place in Sharm el-Sheikh, Egypt.","[-0.01607205 -0.02658021  0.01965064 ...  0.00735318  0.00353433
 -0.02193942]",0.26578708385777905
162,"November 11 – The cryptocurrency exchange FTX, once valued at $18 billion, files for Chapter 11 bankruptcy, in a collapse that affects the cryptocurrency environment.","[ 0.00279875 -0.02541494  0.00015377 ...  0.00634052  0.00564373
 -0.04689346]",0.2939060753036463
163,"November 11 – Russian invasion of Ukraine: Ukrainian forces recapture Kherson, the only regional capital to be taken by Russia since the start of the war.","[-0.01230958 -0.01390749  0.01656015 ...  0.02328021  0.00708638
  0.01275169]",0.11562013826805506
164,November 15 – The world population reaches 8 billion.,"[ 0.00077877 -0.01112007  0.00697296 ...  0.00072108  0.00922353
 -0.02293555]",0.2611816941156666
165,"November 15 – The 2022 G20 Bali summit in Bali, Indonesia takes place.","[-0.01116487 -0.02802518  0.03205461 ... -0.00556952 -0.00192754
 -0.00826549]",0.26847433063460846
166,"November 16 – NASA launches Artemis 1, the first uncrewed mission of its Space Launch System, the most powerful rocket ever to reach orbit. The onboard Orion capsule orbits the Moon before returning to Earth, as a demonstration of planned human missions.","[ 0.01193999 -0.01334584 -0.02974956 ... -0.00853875  0.01733664
  0.00017259]",0.28284399074584354
167,"November 19 – The 2022 Malaysian general election results in a hung parliament, which is the first in the country's history. Long-time opposition leader Anwar Ibrahim is appointed by Yang di-Pertuan Agong Abdullah as prime minister five days later to break the political deadlock and form a unity government.","[-0.02528213 -0.02215709 -0.01585576 ... -0.0015289   0.00746681
  0.00533755]",0.2634444678022697
168,"November 19–November 26 – The 2022 Central American and Caribbean Beach Games are held in Santa Marta, Colombia.","[-0.0216997  -0.02506801  0.01298743 ... -0.01254696 -0.00031578
 -0.0119316 ]",0.2893772182450378
169,November 20–December 18 – The 2022 FIFA World Cup is held in Qatar and won by Argentina.,"[ 0.00301116 -0.01559018  0.01315461 ... -0.00761116 -0.00068976
 -0.01523499]",0.2562963656593725
170,"November 20 – 2022 Nepalese general election: The Nepali Congress, led by Prime Minister Sher Bahadur Deuba, emerged as the largest party with 89 seats, but the governing bloc falls short of the majority by two seats, leading into likely coalition government.","[-0.00423679 -0.00072679 -0.00159202 ... -0.00916255  0.00245966
 -0.00330959]",0.2954949498709969
171,"November 21 – A 5.6 earthquake strikes near Cianjur in West Java, Indonesia, killing 635 people and injuring 7,700 more.","[ 0.0041119  -0.00409246  0.023641   ... -0.00301021  0.0003218
 -0.01355728]",0.2545162547690082
172,"November 30 – OpenAI releases ChatGPT, an artificial intelligence chatbot able to answer questions and write essays.","[-1.13024879e-02 -1.44406212e-02 -5.85894895e-06 ... -1.02477623e-02
 -3.42134642e-03 -3.81263644e-02]",0.29042316429847226
173,"December 2 – The G7 and Australia join the EU in imposing a cap of $60 a barrel on Russian crude oil, designed to ""prevent Russia from profiting from its war of aggression against Ukraine.""","[-0.00982625 -0.01770555 -0.0080949  ...  0.01811062 -0.00264277
 -0.00122338]",0.18892786593868005
174,"December 5 – The National Ignition Facility achieves fusion ignition, a major milestone in the development of nuclear fusion power.","[-0.02926032 -0.00907744 -0.01875097 ...  0.01212269 -0.00094192
 -0.00752242]",0.27916143733216026
175,"December 7 – The Congress of Peru removes President Pedro Castillo from office and arrests him after he tries to dissolve congress in a coup attempt, Vice President Dina Boluarte succeeds him.","[-0.02185472  0.01296081 -0.01425364 ...  0.01430561 -0.00192626
 -0.0029446 ]",0.25413656019842523
176,"December 7 – After substantial protests against China's Zero-COVID policies, the Chinese government eases on its COVID restrictions.","[ 0.0158199  -0.01880331 -0.01237197 ...  0.01095224  0.01226729
 -0.02933683]",0.2579154154445833
177,"December 17 – Leo Varadkar succeeds Micheál Martin as Taoiseach (Prime Minister) of Ireland, as part of a rotation agreement made in 2020.","[ 0.00825725 -0.0237925  -0.02508131 ... -0.0019427  -0.00818143
 -0.01496034]",0.2696104640989645
178,December 18 – Argentina wins the 2022 FIFA World Cup against runners-up France.,"[ 4.29914286e-03  4.90250459e-05  1.50373601e-03 ... -8.25126935e-03
  9.74857900e-03 -9.06097330e-03]",0.2690787191139584
179,"December 19 – At the UN Biodiversity Conference (COP15), nearly 200 countries agree a landmark deal to protect a third of the planet for nature by 2030.","[ 0.00179522 -0.00927078  0.02928421 ...  0.01065344 -0.02320563
 -0.02560138]",0.2750780964624402
180,"December 21–December 26 – A major winter storm hits the northern United States and southern Canada. Killing at least 91 people, the storm also severely disrupts North American air traffic, with Southwest Airlines alone canceling more than half of its schedule.","[-0.02487746 -0.02387977  0.00331537 ...  0.00497225 -0.00829249
 -0.00787138]",0.25999751591230913
181,"December 24 – 2022 Fijian general election: The Parliament of Fiji elects Sitiveni Rabuka as Prime Minister of Fiji, defeating incumbent Prime Minister Frank Bainimarama after a contentious election.","[-0.01160565 -0.00925368 -0.02326271 ... -0.00428625  0.00111012
  0.00264276]",0.24796186727546476
182,"December 29 – Brazilian football legend Pelé dies at the age of 82, with his funeral being held at the Vila Belmiro stadium in Santos.","[-0.00761695  0.00403456  0.00835572 ...  0.00777617  0.0170044
 -0.00569361]",0.2878557188374796
183,"December 31 – Former Pope Benedict XVI dies at the age of 95, with his funeral being held in St. Peter's Square, presided over by Pope Francis and Cardinal Giovanni Battista Re.","[ 0.02360741  0.00775043 -0.01279436 ...  0.00880584  0.00434141
 -0.00922023]",0.2932584790415762
184,"December 7 – The world population was estimated to have reached 8 billion on 15 November 2022, 11 years after it reached 7 billion. China was the most populous country throughout the year, followed by India. Africa was the fastest growing continent.","[-0.00162653 -0.01527745  0.0021189  ... -0.00823019 -0.01356598
 -0.00980324]",0.26522666150825325
